model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-10-14,74,37,37,50.0,89.42
Logistic,2025-10-14,74,37,37,50.0,89.42
RF,2025-10-14,74,37,37,50.0,89.42
XGB,2025-10-14,74,37,37,50.0,79.7722
