Datetime,Close_Price,Prediction,Predicted_Price
2025-08-07 09:15:00,24581.5,1,24593.400390625
2025-08-07 09:20:00,24581.5,1,24593.400390625
2025-08-07 09:25:00,24581.5,1,24593.400390625
2025-08-07 09:30:00,24581.5,1,24593.400390625
2025-08-07 09:35:00,24581.5,1,24593.400390625
2025-08-07 09:40:00,24581.5,1,24593.400390625
2025-08-07 09:45:00,24581.5,1,24593.400390625
2025-08-07 09:50:00,24581.5,1,24593.400390625
2025-08-07 09:55:00,24581.5,1,24593.400390625
2025-08-07 10:00:00,24581.5,1,24593.400390625
2025-08-07 10:05:00,24581.5,1,24593.400390625
2025-08-07 10:10:00,24581.5,1,24593.400390625
2025-08-07 10:15:00,24581.5,1,24593.400390625
2025-08-07 10:20:00,24581.5,1,24593.400390625
2025-08-07 10:25:00,24581.5,1,24593.400390625
2025-08-07 10:30:00,24581.5,1,24593.400390625
2025-08-07 10:35:00,24581.5,1,24593.400390625
2025-08-07 10:40:00,24581.5,1,24593.400390625
2025-08-07 10:45:00,24581.5,1,24593.400390625
2025-08-07 10:50:00,24581.5,1,24593.400390625
2025-08-07 10:55:00,24581.5,1,24593.400390625
2025-08-07 11:00:00,24581.5,1,24593.400390625
2025-08-07 11:05:00,24581.5,1,24593.400390625
2025-08-07 11:10:00,24581.5,1,24593.400390625
2025-08-07 11:15:00,24581.5,1,24593.400390625
2025-08-07 11:20:00,24581.5,1,24593.400390625
2025-08-07 11:25:00,24581.5,1,24593.400390625
2025-08-07 11:30:00,24581.5,1,24593.400390625
2025-08-07 11:35:00,24581.5,1,24593.400390625
2025-08-07 11:40:00,24581.5,1,24593.400390625
2025-08-07 11:45:00,24581.5,1,24593.400390625
2025-08-07 11:50:00,24581.5,1,24593.400390625
2025-08-07 11:55:00,24581.5,1,24593.400390625
2025-08-07 12:00:00,24581.5,1,24593.400390625
2025-08-07 12:05:00,24581.5,1,24593.400390625
2025-08-07 12:10:00,24581.5,1,24593.400390625
2025-08-07 12:15:00,24581.5,1,24593.400390625
2025-08-07 12:20:00,24581.5,1,24593.400390625
2025-08-07 12:25:00,24581.5,1,24593.400390625
2025-08-07 12:30:00,24581.5,1,24593.400390625
2025-08-07 12:35:00,24581.5,1,24593.400390625
2025-08-07 12:40:00,24581.5,1,24593.400390625
2025-08-07 12:45:00,24581.5,1,24593.400390625
2025-08-07 12:50:00,24581.5,1,24593.400390625
2025-08-07 12:55:00,24581.5,1,24593.400390625
2025-08-07 13:00:00,24581.5,1,24593.400390625
2025-08-07 13:05:00,24581.5,1,24593.400390625
2025-08-07 13:10:00,24581.5,1,24593.400390625
2025-08-07 13:15:00,24581.5,1,24593.400390625
2025-08-07 13:20:00,24581.5,1,24593.400390625
2025-08-07 13:25:00,24581.5,1,24593.400390625
2025-08-07 13:30:00,24581.5,1,24593.400390625
2025-08-07 13:35:00,24581.5,1,24593.400390625
2025-08-07 13:40:00,24581.5,1,24593.400390625
2025-08-07 13:45:00,24581.5,1,24593.400390625
2025-08-07 13:50:00,24581.5,1,24593.400390625
2025-08-07 13:55:00,24581.5,1,24593.400390625
2025-08-07 14:00:00,24581.5,1,24593.400390625
2025-08-07 14:05:00,24581.5,1,24593.400390625
2025-08-07 14:10:00,24581.5,1,24593.400390625
2025-08-07 14:15:00,24581.5,1,24593.400390625
2025-08-07 14:20:00,24581.5,1,24593.400390625
2025-08-07 14:25:00,24581.5,1,24593.400390625
2025-08-07 14:30:00,24581.5,1,24593.400390625
2025-08-07 14:35:00,24581.5,1,24593.400390625
2025-08-07 14:40:00,24581.5,1,24593.400390625
2025-08-07 14:45:00,24581.5,1,24593.400390625
2025-08-07 14:50:00,24581.5,1,24593.400390625
2025-08-07 14:55:00,24581.5,1,24593.400390625
2025-08-07 15:00:00,24581.5,1,24593.400390625
2025-08-07 15:05:00,24581.5,1,24593.400390625
2025-08-07 15:10:00,24581.5,1,24593.400390625
2025-08-07 15:15:00,24581.5,1,24593.400390625
2025-08-07 15:20:00,24581.5,1,24593.400390625
2025-08-07 15:25:00,24581.5,1,24593.400390625
2025-08-07 15:30:00,24581.5,1,24593.400390625
