model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-10-08,74,36,38,48.65,80.9474
Logistic,2025-10-08,74,36,38,48.65,80.9474
RF,2025-10-08,74,36,38,48.65,80.9474
XGB,2025-10-08,74,38,36,51.35,80.7118
