model,accuracy,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,macro_f1
Logistic,0.5181644359464627,0.4166666666666667,0.02,0.03816793893129771,0.5205479452054794,0.9743589743589743,0.6785714285714286,0.35836968375136313
RF,0.5162523900573613,0.48148148148148145,0.156,0.23564954682779457,0.5226244343891403,0.8461538461538461,0.6461538461538462,0.4409016964908204
XGB,0.5449330783938815,0.5714285714285714,0.192,0.2874251497005988,0.5398633257403189,0.8681318681318682,0.6657303370786517,0.4765777433896252
LGBM,0.5334608030592735,0.5254237288135594,0.248,0.33695652173913043,0.5358024691358024,0.7948717948717948,0.640117994100295,0.4885372579197127
