model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-08-21,10,5,5,50.0,32.1625
Logistic,2025-08-21,10,5,5,50.0,29.3891
RF,2025-08-21,10,5,5,50.0,29.3891
XGB,2025-08-21,10,5,5,50.0,29.3891
