model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-11-14,74,39,35,52.7,69.23
Logistic,2025-11-14,74,39,35,52.7,69.23
RF,2025-11-14,74,39,35,52.7,69.23
XGB,2025-11-14,74,39,35,52.7,69.23
