Datetime,Close,Predicted_Price,Target,Prediction,Was_Correct,Pct_Change,SMA_5,SMA_20,RSI,ATR
2025-07-25 05:15:00+00:00,24874.900390625,24887.5,0,1,Fail,-0.05065189881021038,24867.640234375,24917.75263671875,22.76283273842823,24.332170758928573
2025-07-25 05:20:00+00:00,24862.30078125,24854.3515625,1,0,Fail,0.03197298118119033,24865.9703125,24908.27265625,28.133043462963926,22.117745535714285
2025-07-25 05:25:00+00:00,24870.25,24864.849609375,1,0,Fail,0.0217142595068405,24866.600390625,24905.06015625,32.72304068312566,21.160574776785715
2025-07-25 05:30:00+00:00,24875.650390625,24868.30078125,1,0,Fail,0.02954539583724766,24871.3203125,24902.2001953125,34.65939225475,20.846400669642858
2025-07-25 05:35:00+00:00,24883.0,24897.5,0,1,Fail,-0.05827271631234176,24873.2203125,24896.80771484375,35.45175533920725,20.246372767857142
2025-07-25 05:40:00+00:00,24868.5,24878.5,1,1,Success,0.0402115125560448,24871.940234375,24892.73271484375,31.90926142820841,20.332170758928573
2025-07-25 05:45:00+00:00,24878.5,24888.650390625,1,1,Success,0.04079984976988162,24875.180078125,24887.98271484375,39.672186555981895,20.639369419642858
2025-07-25 05:50:00+00:00,24888.650390625,24894.25,0,1,Fail,-0.022498646118269426,24878.86015625,24886.09775390625,45.51295084928673,19.900111607142858
2025-07-25 05:55:00+00:00,24883.05078125,24893.65234375,0,1,Fail,-0.04260555746640417,24880.340234375,24884.1427734375,57.486097616649495,17.960658482142858
2025-07-25 06:00:00+00:00,24872.44921875,24879.798828125004,0,1,Fail,-0.029549198433821807,24878.230078125,24881.61025390625,49.283728186462504,20.081891741071427
2025-07-25 06:05:00+00:00,24865.099609375,24865.44921875,1,1,Success,0.0014060244297922908,24877.55,24878.4376953125,47.91244302285348,20.310407366071427
2025-07-25 06:10:00+00:00,24865.44921875,24838.25,0,0,Success,-0.10938559167268211,24874.93984375,24875.21513671875,49.36400169290826,19.692661830357142
