model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-10-30,76,76,0,100.0,26068.3
Logistic,2025-10-30,76,0,76,0.0,26063.6
RF,2025-10-30,76,0,76,0.0,26063.6
XGB,2025-10-30,76,76,0,100.0,26068.3
