model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-10-30,74,34,40,45.95,101.9386
Logistic,2025-10-30,74,34,40,45.95,101.9386
RF,2025-10-30,74,34,40,45.95,101.9386
XGB,2025-10-30,74,34,40,45.95,101.9386
