Datetime,Close,Predicted_Price,Target,Prediction,Was_Correct,Pct_Change,SMA_5,SMA_20,RSI,ATR
2025-07-04 05:20:00+00:00,25421.599609375,25423.949218750004,0,1,Fail,-0.009242570928280645,25414.049609375,25409.2224609375,64.36143873002582,15.721400669642858
2025-07-04 05:25:00+00:00,25419.25,25424.75,1,1,Success,0.021637145077057742,25417.1296875,25409.55244140625,62.51343722530144,15.407087053571429
2025-07-04 05:30:00+00:00,25424.75,25436.449218749996,0,1,Fail,-0.04601507881100109,25419.08984375,25410.0599609375,59.66566268873391,14.353515625
2025-07-04 05:35:00+00:00,25413.05078125,25423.550781250004,1,1,Success,0.041317353396023604,25418.930078125,25409.46748046875,49.49853474043388,13.914202008928571
2025-07-04 05:40:00+00:00,25423.55078125,25431.40234375,0,1,Fail,-0.030883028761625884,25420.440234375,25410.30751953125,59.1546457361551,13.514229910714286
2025-07-04 05:45:00+00:00,25415.69921875,25437.449218749996,0,1,Fail,-0.0855770278551074,25419.26015625,25411.87744140625,50.95588970117052,13.1748046875
2025-07-04 05:50:00+00:00,25393.94921875,25403.599609375,1,1,Success,0.03800271687506759,25414.2,25411.8548828125,42.906439058347495,14.010602678571429
2025-07-04 05:55:00+00:00,25403.599609375,25408.599609375,0,1,Fail,-0.019682250062525743,25409.969921875,25412.27734375,50.51380747078109,13.149972098214286
2025-07-04 06:00:00+00:00,25398.599609375,25417.298828125,0,1,Fail,-0.07362303055125072,25407.0796875,25411.83486328125,41.491841437679646,12.5107421875
2025-07-04 06:05:00+00:00,25379.900390625,25399.150390625,0,1,Fail,-0.07584742139930027,25398.349609375,25410.1298828125,37.099032750524984,13.153599330357142
2025-07-04 06:10:00+00:00,25360.650390625,25371.30078125,0,1,Fail,-0.041995731422318335,25387.33984375,25407.87236328125,33.661318405388954,14.271484375
2025-07-04 06:15:00+00:00,25350.0,25351.900390625,0,1,Fail,-0.007496609960552268,25378.55,25404.6798828125,25.351340105888525,15.239397321428571
2025-07-04 06:20:00+00:00,25348.099609375,25339.599609375,0,0,Success,-0.03353308583676338,25367.45,25401.57236328125,25.198184631388244,16.093052455357142
2025-07-04 06:25:00+00:00,25339.599609375,25337.69921875,1,0,Fail,0.007499686870730602,25355.65,25398.43232421875,22.49813685036395,15.985770089285714
2025-07-04 06:30:00+00:00,25341.5,25352.400390625,1,1,Success,0.04301399137777953,25347.969921875,25394.66484375,20.37762013404985,16.4287109375
2025-07-04 06:35:00+00:00,25352.400390625,25351.900390625,1,0,Fail,0.001972199840236405,25346.319921875,25391.7423828125,26.748277850609142,17.2607421875
2025-07-04 06:40:00+00:00,25352.900390625,25351.5,1,0,Fail,0.005523591397526402,25346.9,25389.194921875,24.108613311635466,17.442940848214285
2025-07-04 06:45:00+00:00,25354.30078125,25352.599609375,0,0,Success,-0.006709598855347058,25348.140234375,25386.1625,27.131735768994005,17.425083705357142
2025-07-04 06:50:00+00:00,25352.599609375,25354.599609375004,0,1,Fail,-0.00788873737137564,25350.740234375,25383.1,20.351598820514795,17.092912946428573
2025-07-04 06:55:00+00:00,25350.599609375,25364.44921875,1,1,Success,0.054632275324478806,25352.56015625,25379.82998046875,21.39804689560451,16.889508928571427
