model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-12-29,76,0,76,0.0,26039.15
Logistic,2025-12-29,76,76,0,100.0,26047.65
RF,2025-12-29,76,0,76,0.0,26039.15
XGB,2025-12-29,76,0,76,0.0,26039.15
