model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,20250804,76,76,0,100.0,24572.15
Logistic,20250804,76,0,76,0.0,24548.85
RF,20250804,76,76,0,100.0,24572.15
XGB,20250804,76,76,0,100.0,24572.15
