Datetime,Close,Predicted_Price,Target,Prediction,Was_Correct,Pct_Change,SMA_5,SMA_20,RSI,ATR
2025-07-09 05:20:00+00:00,25525.75,25528.699218750004,0,1,Fail,-0.011553896555439116,25526.01015625,25508.66015625,70.99947128286433,13.207170758928571
2025-07-09 05:25:00+00:00,25522.80078125,25519.099609375,0,0,Success,-0.014501433078296874,25526.1703125,25510.36767578125,67.11562441893716,12.689313616071429
2025-07-09 05:30:00+00:00,25519.099609375,25522.400390625,1,1,Success,0.012934552161030736,25524.81015625,25511.94267578125,63.747705890670616,12.728655133928571
2025-07-09 05:35:00+00:00,25522.400390625,25534.099609375,1,1,Success,0.045839022078414726,25524.030078125,25513.9126953125,53.25212356283506,11.192801339285714
2025-07-09 05:40:00+00:00,25534.099609375,25539.30078125,1,1,Success,0.020369513531193238,25524.830078125,25516.20263671875,68.96751581503511,11.117745535714286
2025-07-09 05:45:00+00:00,25539.30078125,25540.251953125,0,1,Fail,-0.0037243457961007092,25527.540234375,25518.59521484375,68.78659590553792,11.4462890625
2025-07-09 05:50:00+00:00,25538.349609375,25544.30078125,1,1,Success,0.023302883569325694,25530.65,25521.39765625,58.74504482223582,10.535574776785714
2025-07-09 05:55:00+00:00,25544.30078125,25542.849609375,0,0,Success,-0.005681000577886976,25535.690234375,25524.1876953125,59.99937490466986,10.157087053571429
2025-07-09 06:00:00+00:00,25542.849609375,25535.69921875,0,0,Success,-0.027993707571200628,25539.780078125,25526.76513671875,59.007375407816575,10.325055803571429
2025-07-09 06:05:00+00:00,25535.69921875,25531.19921875,0,0,Success,-0.01762238802020272,25540.1,25527.68505859375,64.59763138775541,9.625
2025-07-09 06:10:00+00:00,25531.19921875,25528.599609375,0,0,Success,-0.01018208879546425,25538.4796875,25529.01005859375,57.75589500263659,9.475027901785714
2025-07-09 06:15:00+00:00,25528.599609375,25516.849609375,0,0,Success,-0.04602680985166529,25536.5296875,25529.92255859375,52.32675588420831,9.539341517857142
2025-07-09 06:20:00+00:00,25516.849609375,25519.55078125,1,1,Success,0.01058583609007743,25531.039453125,25529.3775390625,43.186234388589114,10.892857142857142
2025-07-09 06:25:00+00:00,25519.55078125,25521.249999999996,1,1,Success,0.0066584978887969624,25526.3796875,25528.7650390625,42.27258411222426,10.492885044642858
2025-07-09 06:30:00+00:00,25521.25,25532.099609374996,1,1,Success,0.04251206102757506,25523.48984375,25528.25751953125,46.57040776010221,10.464285714285714
2025-07-09 06:35:00+00:00,25532.099609375,25538.25,1,1,Success,0.024088855672259987,25523.669921875,25528.925,56.325229067692504,11.178571428571429
2025-07-09 06:40:00+00:00,25538.25,25539.550781250004,0,1,Fail,-0.005093462747055887,25525.6,25529.7375,62.606392437768356,11.060686383928571
2025-07-09 06:45:00+00:00,25536.94921875,25539.648437499996,0,1,Fail,-0.010569855963915032,25529.619921875,25530.28994140625,59.836260285512665,11.017857142857142
2025-07-09 06:50:00+00:00,25534.25,25529.19921875,1,0,Fail,0.01978041747848478,25532.559765625,25530.68740234375,50.115764994067476,10.621512276785714
2025-07-09 06:55:00+00:00,25539.30078125,25537.30078125,0,0,Success,-0.007831067957304162,25536.169921875,25531.1474609375,49.99999989198313,10.075055803571429
2025-07-09 07:00:00+00:00,25537.30078125,25532.15234375,1,0,Fail,0.02016046074759822,25537.21015625,25531.725,49.20366570196285,10.175083705357142
2025-07-09 07:05:00+00:00,25542.44921875,25532.44921875,0,0,Success,-0.0391505133840465,25538.05,25532.707421875,48.57683289851716,10.057059151785714
2025-07-09 07:10:00+00:00,25532.44921875,25529.998046875,1,0,Fail,0.009600222266181806,25537.15,25533.37490234375,42.93447965720501,10.396205357142858
2025-07-09 07:15:00+00:00,25534.900390625,25533.19921875,0,0,Success,-0.0066621441594680204,25537.280078125,25533.99990234375,49.420302079472535,10.746233258928571
2025-07-09 07:20:00+00:00,25533.19921875,25530.849609375,0,0,Success,-0.009202173824244446,25536.059765625,25533.9548828125,51.51282343421466,10.453404017857142
2025-07-09 07:25:00+00:00,25530.849609375,25491.150390625,0,0,Success,-0.1554950945910642,25534.76953125,25533.53232421875,51.708387599167835,10.364118303571429
2025-07-09 07:30:00+00:00,25491.150390625,25513.000000000004,1,1,Success,0.08571448930384772,25524.509765625,25531.17236328125,36.30117014529488,11.399832589285714
2025-07-09 07:35:00+00:00,25513.0,25524.599609375,1,1,Success,0.04546548573276369,25520.619921875,25529.60732421875,47.10012098606023,12.756975446428571
2025-07-09 07:40:00+00:00,25524.599609375,25526.048828125,0,1,Fail,-0.005677733528355573,25518.559765625,25528.69482421875,51.363296655245385,13.410435267857142
2025-07-09 07:45:00+00:00,25523.150390625,25532.150390625004,1,1,Success,0.03526210464718267,25516.55,25528.0673828125,46.05584816821122,12.813895089285714
2025-07-09 07:50:00+00:00,25532.150390625,25532.999999999996,0,1,Fail,-0.00332760602613387,25516.81015625,25528.11494140625,47.37761351253627,13.210379464285714
2025-07-09 07:55:00+00:00,25531.30078125,25531.349609375004,1,1,Success,0.00019124808962283276,25524.840234375,25528.25,47.56212692771937,13.331891741071429
2025-07-09 08:00:00+00:00,25531.349609375,25534.398437500004,0,1,Fail,-0.011941507878143989,25528.51015625,25528.975,48.718877728450934,13.139090401785714
2025-07-09 08:05:00+00:00,25528.30078125,25530.201171875,0,1,Fail,-0.007444250368578377,25529.250390625,25529.4125,45.05374827461792,13.249860491071429
2025-07-09 08:10:00+00:00,25526.400390625,25529.55078125,0,1,Fail,-0.012341695565337265,25529.900390625,25529.67001953125,45.09414385766164,13.117745535714286
2025-07-09 08:15:00+00:00,25523.25,25524.699218749996,0,1,Fail,-0.005678033753538441,25528.1203125,25529.2275390625,41.20090223507321,13.046456473214286
2025-07-09 08:20:00+00:00,25521.80078125,25529.19921875,1,1,Success,0.02898869701010824,25526.2203125,25528.405078125,44.70473964249348,12.735909598214286
2025-07-09 08:25:00+00:00,25529.19921875,25533.59765625,0,1,Fail,-0.017229046090758513,25525.790234375,25528.017578125,47.297872671573295,12.521623883928571
2025-07-09 08:30:00+00:00,25524.80078125,25525.8515625,0,1,Fail,-0.004116706958872261,25525.090234375,25527.5451171875,46.1187131583603,12.707310267857142
2025-07-09 08:35:00+00:00,25523.75,25529.550781250004,1,1,Success,0.022726994465938587,25524.56015625,25526.767578125,46.67909146255263,13.007254464285714
2025-07-09 08:40:00+00:00,25529.55078125,25518.94921875,0,0,Success,-0.04152663159191287,25525.8203125,25526.380078125,76.30374854923467,10.725167410714286
2025-07-09 08:45:00+00:00,25518.94921875,25508.05078125,0,0,Success,-0.04270723455961264,25525.25,25525.205078125,54.81748579966732,10.29296875
2025-07-09 08:50:00+00:00,25508.05078125,25524.751953125,0,1,Fail,-0.06547412037957992,25521.0203125,25523.98515625,36.44536865741788,10.185825892857142
2025-07-09 08:55:00+00:00,25491.349609375,25525.949218749996,0,1,Fail,-0.13573078673824016,25514.330078125,25521.8076171875,29.159840208627458,11.0966796875
2025-07-09 09:00:00+00:00,25456.75,25477.05078125,1,1,Success,0.07974616260913117,25500.930078125,25517.98515625,13.001475897875324,12.550223214285714
2025-07-09 09:05:00+00:00,25477.05078125,25468.44921875,0,0,Success,-0.03376200241485712,25490.430078125,25515.29521484375,27.64686943534963,13.632393973214286
2025-07-09 09:10:00+00:00,25468.44921875,25480.998046875,0,1,Fail,-0.049272054286530684,25480.330078125,25514.16015625,25.78899093583493,14.400111607142858
