model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-10-10,74,39,35,52.7,83.1286
Logistic,2025-10-10,74,39,35,52.7,83.1286
RF,2025-10-10,74,39,35,52.7,83.1286
XGB,2025-10-10,74,39,35,52.7,83.1286
