Datetime,Close_Price,Prediction,Predicted_Price
2025-11-26 09:15:00+05:30,25873.5,1,25886.69921875
2025-11-26 09:20:00+05:30,25873.5,1,25886.69921875
2025-11-26 09:25:00+05:30,25873.5,1,25886.69921875
2025-11-26 09:30:00+05:30,25873.5,1,25886.69921875
2025-11-26 09:35:00+05:30,25873.5,1,25886.69921875
2025-11-26 09:40:00+05:30,25873.5,1,25886.69921875
2025-11-26 09:45:00+05:30,25873.5,1,25886.69921875
2025-11-26 09:50:00+05:30,25873.5,1,25886.69921875
2025-11-26 09:55:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:00:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:05:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:10:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:15:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:20:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:25:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:30:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:35:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:40:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:45:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:50:00+05:30,25873.5,1,25886.69921875
2025-11-26 10:55:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:00:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:05:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:10:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:15:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:20:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:25:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:30:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:35:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:40:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:45:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:50:00+05:30,25873.5,1,25886.69921875
2025-11-26 11:55:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:00:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:05:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:10:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:15:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:20:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:25:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:30:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:35:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:40:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:45:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:50:00+05:30,25873.5,1,25886.69921875
2025-11-26 12:55:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:00:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:05:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:10:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:15:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:20:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:25:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:30:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:35:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:40:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:45:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:50:00+05:30,25873.5,1,25886.69921875
2025-11-26 13:55:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:00:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:05:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:10:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:15:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:20:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:25:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:30:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:35:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:40:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:45:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:50:00+05:30,25873.5,1,25886.69921875
2025-11-26 14:55:00+05:30,25873.5,1,25886.69921875
2025-11-26 15:00:00+05:30,25873.5,1,25886.69921875
2025-11-26 15:05:00+05:30,25873.5,1,25886.69921875
2025-11-26 15:10:00+05:30,25873.5,1,25886.69921875
2025-11-26 15:15:00+05:30,25873.5,1,25886.69921875
2025-11-26 15:20:00+05:30,25873.5,1,25886.69921875
2025-11-26 15:25:00+05:30,25873.5,1,25886.69921875
2025-11-26 15:30:00+05:30,25873.5,1,25886.69921875
