model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-10-16,74,40,34,54.05,180.5989
Logistic,2025-10-16,74,40,34,54.05,180.5989
RF,2025-10-16,74,34,40,45.95,169.9742
XGB,2025-10-16,74,34,40,45.95,169.9742
