model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-12-17,74,34,40,45.95,134.9013
Logistic,2025-12-17,74,34,40,45.95,134.9013
RF,2025-12-17,74,34,40,45.95,134.9013
XGB,2025-12-17,74,34,40,45.95,134.9013
