model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-25,74,38,36,51.35,61.069
Logistic,2025-09-25,74,36,38,48.65,93.7136
RF,2025-09-25,74,38,36,51.35,61.069
XGB,2025-09-25,74,38,36,51.35,61.069
