model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-02,74,38,36,51.35,133.7661
Logistic,2025-09-02,74,38,36,51.35,133.7661
RF,2025-09-02,74,38,36,51.35,133.7661
XGB,2025-09-02,74,38,36,51.35,133.7661
