model,accuracy,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,macro_f1
Logistic,0.4840989399293286,0.47368421052631576,0.030927835051546393,0.05806451612903226,0.4844606946983547,0.9636363636363636,0.6447688564476886,0.3514166862883604
RF,0.4787985865724382,0.4811320754716981,0.17525773195876287,0.25692695214105793,0.4782608695652174,0.8,0.5986394557823129,0.42778320396168545
XGB,0.46819787985865724,0.46710526315789475,0.24398625429553264,0.32054176072234764,0.46859903381642515,0.7054545454545454,0.5631349782293179,0.44183836947583277
LGBM,0.4752650176678445,0.48,0.24742268041237114,0.32653061224489793,0.4735576923076923,0.7163636363636363,0.5701881331403763,0.44835937269263715
