model,accuracy,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,macro_f1
Logistic,0.4876325088339223,0.40476190476190477,0.06028368794326241,0.10493827160493827,0.49427480916030536,0.9119718309859155,0.6410891089108911,0.3730136902579147
RF,0.5,0.49473684210526314,0.16666666666666666,0.2493368700265252,0.5010615711252654,0.8309859154929577,0.6251655629139072,0.4372512164702162
XGB,0.49469964664310956,0.49074074074074076,0.375886524822695,0.42570281124497994,0.49714285714285716,0.6126760563380281,0.5488958990536278,0.4872993551493039
LGBM,0.5070671378091873,0.5071090047393365,0.37943262411347517,0.4340770791075051,0.5070422535211268,0.6338028169014085,0.5633802816901409,0.498728680398823
